path_id,path_name,gene_name,description
hsa00052,Galactose metabolism,B4GALT2,"beta-1,4-galactosyltransferase 2 [KO:K07967] [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-]"
hsa00052,Galactose metabolism,GLA,galactosidase alpha [KO:K01189] [EC:3.2.1.22]
hsa00052,Galactose metabolism,AKR1B1,aldo-keto reductase family 1 member B [KO:K00011] [EC:1.1.1.21]
hsa00052,Galactose metabolism,AKR1B15,aldo-keto reductase family 1 member B15 [KO:K00011] [EC:1.1.1.21]
hsa00052,Galactose metabolism,AKR1B10,aldo-keto reductase family 1 member B10 [KO:K00011] [EC:1.1.1.21]
hsa00052,Galactose metabolism,PFKL,"phosphofructokinase, liver type [KO:K00850] [EC:2.7.1.11]"
hsa00052,Galactose metabolism,PFKM,"phosphofructokinase, muscle [KO:K00850] [EC:2.7.1.11]"
hsa00052,Galactose metabolism,PFKP,"phosphofructokinase, platelet [KO:K00850] [EC:2.7.1.11]"
hsa00052,Galactose metabolism,MGAM,maltase-glucoamylase [KO:K12047] [EC:3.2.1.20 3.2.1.3]
hsa00052,Galactose metabolism,MGAM2,maltase-glucoamylase 2 (putative) [KO:K12047] [EC:3.2.1.20 3.2.1.3]
hsa00052,Galactose metabolism,GAA,alpha glucosidase [KO:K12316] [EC:3.2.1.20]
hsa00052,Galactose metabolism,GANC,"glucosidase alpha, neutral C [KO:K12317] [EC:3.2.1.20]"
hsa00052,Galactose metabolism,SI,sucrase-isomaltase [KO:K01203] [EC:3.2.1.48 3.2.1.10]
hsa00053,Ascorbate and aldarate metabolism,UGDH,UDP-glucose 6-dehydrogenase [KO:K00012] [EC:1.1.1.22]
hsa00053,Ascorbate and aldarate metabolism,UGT2B11,UDP glucuronosyltransferase family 2 member B11 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT2A1,UDP glucuronosyltransferase family 2 member A1 complex locus [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT2B28,UDP glucuronosyltransferase family 2 member B28 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT1A10,UDP glucuronosyltransferase family 1 member A10 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT1A8,UDP glucuronosyltransferase family 1 member A8 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT1A7,UDP glucuronosyltransferase family 1 member A7 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT1A6,UDP glucuronosyltransferase family 1 member A6 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT1A5,UDP glucuronosyltransferase family 1 member A5 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT1A9,UDP glucuronosyltransferase family 1 member A9 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT1A4,UDP glucuronosyltransferase family 1 member A4 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT1A1,UDP glucuronosyltransferase family 1 member A1 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT1A3,UDP glucuronosyltransferase family 1 member A3 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT2A2,UDP glucuronosyltransferase family 2 member A2 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT2B4,UDP glucuronosyltransferase family 2 member B4 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT2B7,UDP glucuronosyltransferase family 2 member B7 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT2B10,UDP glucuronosyltransferase family 2 member B10 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT2B15,UDP glucuronosyltransferase family 2 member B15 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT2B17,UDP glucuronosyltransferase family 2 member B17 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,UGT2A3,UDP glucuronosyltransferase family 2 member A3 [KO:K00699] [EC:2.4.1.17]
hsa00053,Ascorbate and aldarate metabolism,GUSB,glucuronidase beta [KO:K01195] [EC:3.2.1.31]
hsa00053,Ascorbate and aldarate metabolism,KL,klotho [KO:K14756] [EC:3.2.1.31]
hsa00053,Ascorbate and aldarate metabolism,MIOX,myo-inositol oxygenase [KO:K00469] [EC:1.13.99.1]
hsa00053,Ascorbate and aldarate metabolism,AKR1A1,aldo-keto reductase family 1 member A1 [KO:K00002] [EC:1.1.1.2]
hsa00053,Ascorbate and aldarate metabolism,RGN,regucalcin [KO:K01053] [EC:3.1.1.17]
hsa00053,Ascorbate and aldarate metabolism,ALDH2,aldehyde dehydrogenase 2 family member [KO:K00128] [EC:1.2.1.3]
hsa00053,Ascorbate and aldarate metabolism,ALDH1B1,aldehyde dehydrogenase 1 family member B1 [KO:K00128] [EC:1.2.1.3]
hsa00053,Ascorbate and aldarate metabolism,ALDH3A2,aldehyde dehydrogenase 3 family member A2 [KO:K00128] [EC:1.2.1.3]
hsa00053,Ascorbate and aldarate metabolism,ALDH7A1,aldehyde dehydrogenase 7 family member A1 [KO:K14085] [EC:1.2.1.31 1.2.1.8 1.2.1.3]
hsa00053,Ascorbate and aldarate metabolism,ALDH9A1,aldehyde dehydrogenase 9 family member A1 [KO:K00149] [EC:1.2.1.47 1.2.1.3]
hsa00500,Starch and sucrose metabolism,MGAM,maltase-glucoamylase [KO:K12047] [EC:3.2.1.20 3.2.1.3]
hsa00500,Starch and sucrose metabolism,MGAM2,maltase-glucoamylase 2 (putative) [KO:K12047] [EC:3.2.1.20 3.2.1.3]
hsa00500,Starch and sucrose metabolism,GAA,alpha glucosidase [KO:K12316] [EC:3.2.1.20]
hsa00500,Starch and sucrose metabolism,GANC,"glucosidase alpha, neutral C [KO:K12317] [EC:3.2.1.20]"
hsa00500,Starch and sucrose metabolism,SI,sucrase-isomaltase [KO:K01203] [EC:3.2.1.48 3.2.1.10]
hsa00500,Starch and sucrose metabolism,UGP2,UDP-glucose pyrophosphorylase 2 [KO:K00963] [EC:2.7.7.9]
hsa00500,Starch and sucrose metabolism,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1 [KO:K01513] [EC:3.1.4.1 3.6.1.9]
hsa00500,Starch and sucrose metabolism,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3 [KO:K01513] [EC:3.1.4.1 3.6.1.9]
hsa00500,Starch and sucrose metabolism,GBA3,glucosylceramidase beta 3 (gene/pseudogene) [KO:K05350] [EC:3.2.1.21]
hsa00500,Starch and sucrose metabolism,GYS1,glycogen synthase 1 [KO:K00693] [EC:2.4.1.11]
hsa00500,Starch and sucrose metabolism,GYS2,glycogen synthase 2 [KO:K00693] [EC:2.4.1.11]
hsa00500,Starch and sucrose metabolism,GYG1,glycogenin 1 [KO:K00750] [EC:2.4.1.186]
hsa00500,Starch and sucrose metabolism,GYG2,glycogenin 2 [KO:K00750] [EC:2.4.1.186]
hsa00500,Starch and sucrose metabolism,GBE1,"1,4-alpha-glucan branching enzyme 1 [KO:K00700] [EC:2.4.1.18]"
hsa00500,Starch and sucrose metabolism,PYGB,glycogen phosphorylase B [KO:K00688] [EC:2.4.1.1]
hsa00500,Starch and sucrose metabolism,PYGL,glycogen phosphorylase L [KO:K00688] [EC:2.4.1.1]
hsa00500,Starch and sucrose metabolism,PYGM,"glycogen phosphorylase, muscle associated [KO:K00688] [EC:2.4.1.1]"
hsa00500,Starch and sucrose metabolism,AGL,"amylo-alpha-1,6-glucosidase and 4-alpha-glucanotransferase [KO:K01196] [EC:2.4.1.25 3.2.1.33]"
hsa00500,Starch and sucrose metabolism,AMY1A,amylase alpha 1A [KO:K01176] [EC:3.2.1.1]
hsa00500,Starch and sucrose metabolism,AMY1B,amylase alpha 1B [KO:K01176] [EC:3.2.1.1]
hsa00500,Starch and sucrose metabolism,AMY1C,amylase alpha 1C [KO:K01176] [EC:3.2.1.1]
hsa00500,Starch and sucrose metabolism,AMY2A,amylase alpha 2A [KO:K01176] [EC:3.2.1.1]
hsa00500,Starch and sucrose metabolism,AMY2B,amylase alpha 2B [KO:K01176] [EC:3.2.1.1]
hsa00500,Starch and sucrose metabolism,TREH,trehalase [KO:K01194] [EC:3.2.1.28]
hsa00500,Starch and sucrose metabolism,PGM1,phosphoglucomutase 1 [KO:K01835] [EC:5.4.2.2]
hsa00500,Starch and sucrose metabolism,PGM2,phosphoglucomutase 2 [KO:K15779] [EC:5.4.2.2 5.4.2.7]
hsa00500,Starch and sucrose metabolism,HK1,hexokinase 1 [KO:K00844] [EC:2.7.1.1]
hsa00500,Starch and sucrose metabolism,HK2,hexokinase 2 [KO:K00844] [EC:2.7.1.1]
hsa00500,Starch and sucrose metabolism,HK3,hexokinase 3 [KO:K00844] [EC:2.7.1.1]
hsa00500,Starch and sucrose metabolism,HKDC1,hexokinase domain containing 1 [KO:K00844] [EC:2.7.1.1]
hsa00500,Starch and sucrose metabolism,GCK,glucokinase [KO:K12407] [EC:2.7.1.2]
hsa00500,Starch and sucrose metabolism,G6PC1,glucose-6-phosphatase catalytic subunit 1 [KO:K01084] [EC:3.1.3.9]
hsa00500,Starch and sucrose metabolism,G6PC2,glucose-6-phosphatase catalytic subunit 2 [KO:K01084] [EC:3.1.3.9]
hsa00500,Starch and sucrose metabolism,G6PC3,glucose-6-phosphatase catalytic subunit 3 [KO:K01084] [EC:3.1.3.9]
hsa00500,Starch and sucrose metabolism,PGM2L1,phosphoglucomutase 2 like 1 [KO:K11809] [EC:2.7.1.106]
hsa00500,Starch and sucrose metabolism,GPI,glucose-6-phosphate isomerase [KO:K01810] [EC:5.3.1.9]
hsa00620,Pyruvate metabolism,ACSS2,acyl-CoA synthetase short chain family member 2 [KO:K01895] [EC:6.2.1.1]
hsa00620,Pyruvate metabolism,ACSS1,acyl-CoA synthetase short chain family member 1 [KO:K01895] [EC:6.2.1.1]
hsa00620,Pyruvate metabolism,PDHA1,pyruvate dehydrogenase E1 subunit alpha 1 [KO:K00161] [EC:1.2.4.1]
hsa00620,Pyruvate metabolism,PDHA2,pyruvate dehydrogenase E1 subunit alpha 2 [KO:K00161] [EC:1.2.4.1]
hsa00620,Pyruvate metabolism,PDHB,pyruvate dehydrogenase E1 subunit beta [KO:K00162] [EC:1.2.4.1]
hsa00620,Pyruvate metabolism,DLAT,dihydrolipoamide S-acetyltransferase [KO:K00627] [EC:2.3.1.12]
hsa00620,Pyruvate metabolism,DLD,dihydrolipoamide dehydrogenase [KO:K00382] [EC:1.8.1.4]
hsa00620,Pyruvate metabolism,ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide [KO:K13951] [EC:1.1.1.1]"
hsa00620,Pyruvate metabolism,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide [KO:K13951] [EC:1.1.1.1]"
hsa00620,Pyruvate metabolism,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide [KO:K13951] [EC:1.1.1.1]"
hsa00620,Pyruvate metabolism,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [KO:K13951] [EC:1.1.1.1]"
hsa00620,Pyruvate metabolism,ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide [KO:K13980] [EC:1.1.1.1]"
hsa00620,Pyruvate metabolism,ADH6,alcohol dehydrogenase 6 (class V) [KO:K13952] [EC:1.1.1.1]
hsa00620,Pyruvate metabolism,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide [KO:K00121] [EC:1.1.1.284 1.1.1.1]"
hsa00620,Pyruvate metabolism,AKR1A1,aldo-keto reductase family 1 member A1 [KO:K00002] [EC:1.1.1.2]
hsa00620,Pyruvate metabolism,PKM,pyruvate kinase M1/2 [KO:K00873] [EC:2.7.1.40]
hsa00620,Pyruvate metabolism,PKLR,pyruvate kinase L/R [KO:K12406] [EC:2.7.1.40]
hsa00620,Pyruvate metabolism,ACACA,acetyl-CoA carboxylase alpha [KO:K11262] [EC:6.4.1.2 6.3.4.14 2.1.3.15]
hsa00620,Pyruvate metabolism,ACACB,acetyl-CoA carboxylase beta [KO:K01946] [EC:6.4.1.2 6.3.4.14 2.1.3.15]
hsa00620,Pyruvate metabolism,ACYP1,acylphosphatase 1 [KO:K01512] [EC:3.6.1.7]
hsa00620,Pyruvate metabolism,ACYP2,acylphosphatase 2 [KO:K01512] [EC:3.6.1.7]
hsa00620,Pyruvate metabolism,ALDH2,aldehyde dehydrogenase 2 family member [KO:K00128] [EC:1.2.1.3]
hsa00620,Pyruvate metabolism,ALDH1B1,aldehyde dehydrogenase 1 family member B1 [KO:K00128] [EC:1.2.1.3]
hsa00620,Pyruvate metabolism,ALDH3A2,aldehyde dehydrogenase 3 family member A2 [KO:K00128] [EC:1.2.1.3]
hsa00620,Pyruvate metabolism,ALDH7A1,aldehyde dehydrogenase 7 family member A1 [KO:K14085] [EC:1.2.1.31 1.2.1.8 1.2.1.3]
hsa00620,Pyruvate metabolism,ALDH9A1,aldehyde dehydrogenase 9 family member A1 [KO:K00149] [EC:1.2.1.47 1.2.1.3]
hsa00620,Pyruvate metabolism,ACOT12,acyl-CoA thioesterase 12 [KO:K01067] [EC:3.1.2.1]
hsa00620,Pyruvate metabolism,LDHAL6A,lactate dehydrogenase A like 6A [KO:K00016] [EC:1.1.1.27]
hsa00620,Pyruvate metabolism,LDHA,lactate dehydrogenase A [KO:K00016] [EC:1.1.1.27]
hsa00620,Pyruvate metabolism,LDHB,lactate dehydrogenase B [KO:K00016] [EC:1.1.1.27]
hsa00620,Pyruvate metabolism,LDHC,lactate dehydrogenase C [KO:K00016] [EC:1.1.1.27]
hsa00620,Pyruvate metabolism,LDHAL6B,lactate dehydrogenase A like 6B [KO:K00016] [EC:1.1.1.27]
hsa00620,Pyruvate metabolism,LDHD,lactate dehydrogenase D [KO:K00102] [EC:1.1.2.4]
hsa00620,Pyruvate metabolism,GLO1,glyoxalase I [KO:K01759] [EC:4.4.1.5]
hsa00620,Pyruvate metabolism,HAGH,hydroxyacylglutathione hydrolase [KO:K01069] [EC:3.1.2.6]
hsa00620,Pyruvate metabolism,GRHPR,glyoxylate and hydroxypyruvate reductase [KO:K00049] [EC:1.1.1.79 1.1.1.81]
hsa00620,Pyruvate metabolism,ME2,malic enzyme 2 [KO:K00027] [EC:1.1.1.38]
hsa00620,Pyruvate metabolism,ME3,malic enzyme 3 [KO:K00029] [EC:1.1.1.40]
hsa00620,Pyruvate metabolism,ME1,malic enzyme 1 [KO:K00029] [EC:1.1.1.40]
hsa00620,Pyruvate metabolism,PC,pyruvate carboxylase [KO:K01958] [EC:6.4.1.1]
hsa00620,Pyruvate metabolism,MDH1,malate dehydrogenase 1 [KO:K00025] [EC:1.1.1.37]
hsa00620,Pyruvate metabolism,MDH2,malate dehydrogenase 2 [KO:K00026] [EC:1.1.1.37]
hsa00620,Pyruvate metabolism,FH,fumarate hydratase [KO:K01679] [EC:4.2.1.2]
hsa00620,Pyruvate metabolism,PCK1,phosphoenolpyruvate carboxykinase 1 [KO:K01596] [EC:4.1.1.32]
hsa00620,Pyruvate metabolism,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial [KO:K01596] [EC:4.1.1.32]"
hsa00620,Pyruvate metabolism,ACAT1,acetyl-CoA acetyltransferase 1 [KO:K00626] [EC:2.3.1.9]
hsa00620,Pyruvate metabolism,ACAT2,acetyl-CoA acetyltransferase 2 [KO:K00626] [EC:2.3.1.9]
hsa00630,Glyoxylate and dicarboxylate metabolism,ACSS2,acyl-CoA synthetase short chain family member 2 [KO:K01895] [EC:6.2.1.1]
hsa00630,Glyoxylate and dicarboxylate metabolism,ACSS1,acyl-CoA synthetase short chain family member 1 [KO:K01895] [EC:6.2.1.1]
hsa00630,Glyoxylate and dicarboxylate metabolism,MDH1,malate dehydrogenase 1 [KO:K00025] [EC:1.1.1.37]
hsa00630,Glyoxylate and dicarboxylate metabolism,MDH2,malate dehydrogenase 2 [KO:K00026] [EC:1.1.1.37]
hsa00630,Glyoxylate and dicarboxylate metabolism,CS,citrate synthase [KO:K01647] [EC:2.3.3.1]
hsa00630,Glyoxylate and dicarboxylate metabolism,ACO1,aconitase 1 [KO:K01681] [EC:4.2.1.3]
hsa00630,Glyoxylate and dicarboxylate metabolism,ACO2,aconitase 2 [KO:K01681] [EC:4.2.1.3]
hsa00630,Glyoxylate and dicarboxylate metabolism,ACAT1,acetyl-CoA acetyltransferase 1 [KO:K00626] [EC:2.3.1.9]
hsa00630,Glyoxylate and dicarboxylate metabolism,ACAT2,acetyl-CoA acetyltransferase 2 [KO:K00626] [EC:2.3.1.9]
hsa00630,Glyoxylate and dicarboxylate metabolism,MCEE,methylmalonyl-CoA epimerase [KO:K05606] [EC:5.1.99.1]
hsa00630,Glyoxylate and dicarboxylate metabolism,PCCA,propionyl-CoA carboxylase subunit alpha [KO:K01965] [EC:6.4.1.3]
hsa00630,Glyoxylate and dicarboxylate metabolism,PCCB,propionyl-CoA carboxylase subunit beta [KO:K01966] [EC:6.4.1.3 2.1.3.15]
hsa00630,Glyoxylate and dicarboxylate metabolism,MMUT,methylmalonyl-CoA mutase [KO:K01847] [EC:5.4.99.2]
hsa00630,Glyoxylate and dicarboxylate metabolism,HAO2,hydroxyacid oxidase 2 [KO:K11517] [EC:1.1.3.15]
hsa00630,Glyoxylate and dicarboxylate metabolism,HAO1,hydroxyacid oxidase 1 [KO:K11517] [EC:1.1.3.15]
hsa00630,Glyoxylate and dicarboxylate metabolism,CAT,catalase [KO:K03781] [EC:1.11.1.6]
hsa00630,Glyoxylate and dicarboxylate metabolism,GRHPR,glyoxylate and hydroxypyruvate reductase [KO:K00049] [EC:1.1.1.79 1.1.1.81]
hsa00630,Glyoxylate and dicarboxylate metabolism,PGP,phosphoglycolate phosphatase [KO:K19269] [EC:3.1.3.18 3.1.3.48]
hsa00630,Glyoxylate and dicarboxylate metabolism,AGXT,alanine--glyoxylate aminotransferase [KO:K00830] [EC:2.6.1.44 2.6.1.45 2.6.1.51]
hsa00630,Glyoxylate and dicarboxylate metabolism,GLUL,glutamate-ammonia ligase [KO:K01915] [EC:6.3.1.2]
hsa00630,Glyoxylate and dicarboxylate metabolism,SHMT1,serine hydroxymethyltransferase 1 [KO:K00600] [EC:2.1.2.1]
hsa00630,Glyoxylate and dicarboxylate metabolism,SHMT2,serine hydroxymethyltransferase 2 [KO:K00600] [EC:2.1.2.1]
hsa00630,Glyoxylate and dicarboxylate metabolism,GLDC,glycine decarboxylase [KO:K00281] [EC:1.4.4.2]
hsa00630,Glyoxylate and dicarboxylate metabolism,AMT,aminomethyltransferase [KO:K00605] [EC:2.1.2.10]
hsa00630,Glyoxylate and dicarboxylate metabolism,DLD,dihydrolipoamide dehydrogenase [KO:K00382] [EC:1.8.1.4]
hsa00630,Glyoxylate and dicarboxylate metabolism,GCSH,glycine cleavage system protein H [KO:K02437]
hsa00630,Glyoxylate and dicarboxylate metabolism,HYI,hydroxypyruvate isomerase (putative) [KO:K01816] [EC:5.3.1.22]
hsa00630,Glyoxylate and dicarboxylate metabolism,GLYCTK,glycerate kinase [KO:K11529] [EC:2.7.1.165]
hsa00630,Glyoxylate and dicarboxylate metabolism,HOGA1,4-hydroxy-2-oxoglutarate aldolase 1 [KO:K18123] [EC:4.1.3.16]
hsa00630,Glyoxylate and dicarboxylate metabolism,AFMID,arylformamidase [KO:K01432] [EC:3.5.1.9]
hsa00640,Propanoate metabolism,ACSS2,acyl-CoA synthetase short chain family member 2 [KO:K01895] [EC:6.2.1.1]
hsa00640,Propanoate metabolism,ACSS1,acyl-CoA synthetase short chain family member 1 [KO:K01895] [EC:6.2.1.1]
hsa00640,Propanoate metabolism,ACSS3,acyl-CoA synthetase short chain family member 3 [KO:K01908] [EC:6.2.1.17]
hsa00640,Propanoate metabolism,BCKDHA,branched chain keto acid dehydrogenase E1 subunit alpha [KO:K00166] [EC:1.2.4.4]
hsa00640,Propanoate metabolism,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta [KO:K00167] [EC:1.2.4.4]
hsa00640,Propanoate metabolism,DBT,dihydrolipoamide branched chain transacylase E2 [KO:K09699] [EC:2.3.1.168]
hsa00640,Propanoate metabolism,DLD,dihydrolipoamide dehydrogenase [KO:K00382] [EC:1.8.1.4]
hsa00640,Propanoate metabolism,ACADS,acyl-CoA dehydrogenase short chain [KO:K00248] [EC:1.3.8.1]
hsa00640,Propanoate metabolism,ACOX1,acyl-CoA oxidase 1 [KO:K00232] [EC:1.3.3.6]
hsa00640,Propanoate metabolism,ACOX3,"acyl-CoA oxidase 3, pristanoyl [KO:K00232] [EC:1.3.3.6]"
hsa00640,Propanoate metabolism,HADHA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [KO:K07515] [EC:4.2.1.17 1.1.1.211]
hsa00640,Propanoate metabolism,EHHADH,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [KO:K07514] [EC:4.2.1.17 1.1.1.35 5.3.3.8]
hsa00640,Propanoate metabolism,ECHS1,"enoyl-CoA hydratase, short chain 1 [KO:K07511] [EC:4.2.1.17]"
hsa00640,Propanoate metabolism,HIBCH,3-hydroxyisobutyryl-CoA hydrolase [KO:K05605] [EC:3.1.2.4]
hsa00640,Propanoate metabolism,ACACA,acetyl-CoA carboxylase alpha [KO:K11262] [EC:6.4.1.2 6.3.4.14 2.1.3.15]
hsa00640,Propanoate metabolism,ACACB,acetyl-CoA carboxylase beta [KO:K01946] [EC:6.4.1.2 6.3.4.14 2.1.3.15]
hsa00640,Propanoate metabolism,MLYCD,malonyl-CoA decarboxylase [KO:K01578] [EC:4.1.1.9]
hsa00640,Propanoate metabolism,ABAT,4-aminobutyrate aminotransferase [KO:K13524] [EC:2.6.1.19 2.6.1.22]
hsa00640,Propanoate metabolism,PCCA,propionyl-CoA carboxylase subunit alpha [KO:K01965] [EC:6.4.1.3]
hsa00640,Propanoate metabolism,PCCB,propionyl-CoA carboxylase subunit beta [KO:K01966] [EC:6.4.1.3 2.1.3.15]
hsa00640,Propanoate metabolism,ECHDC1,ethylmalonyl-CoA decarboxylase 1 [KO:K18426] [EC:4.1.1.94 4.1.1.-]
hsa00640,Propanoate metabolism,MCEE,methylmalonyl-CoA epimerase [KO:K05606] [EC:5.1.99.1]
hsa00640,Propanoate metabolism,MMUT,methylmalonyl-CoA mutase [KO:K01847] [EC:5.4.99.2]
hsa00640,Propanoate metabolism,SUCLG1,succinate-CoA ligase GDP/ADP-forming subunit alpha [KO:K01899] [EC:6.2.1.4 6.2.1.5]
hsa00640,Propanoate metabolism,SUCLG2,succinate-CoA ligase GDP-forming subunit beta [KO:K01900] [EC:6.2.1.4 6.2.1.5]
hsa00640,Propanoate metabolism,SUCLA2,succinate-CoA ligase ADP-forming subunit beta [KO:K01900] [EC:6.2.1.4 6.2.1.5]
hsa00640,Propanoate metabolism,ALDH6A1,aldehyde dehydrogenase 6 family member A1 [KO:K00140] [EC:1.2.1.18 1.2.1.27]
hsa00640,Propanoate metabolism,LDHAL6A,lactate dehydrogenase A like 6A [KO:K00016] [EC:1.1.1.27]
hsa00640,Propanoate metabolism,LDHA,lactate dehydrogenase A [KO:K00016] [EC:1.1.1.27]
hsa00640,Propanoate metabolism,LDHB,lactate dehydrogenase B [KO:K00016] [EC:1.1.1.27]
hsa00640,Propanoate metabolism,LDHC,lactate dehydrogenase C [KO:K00016] [EC:1.1.1.27]
hsa00640,Propanoate metabolism,LDHAL6B,lactate dehydrogenase A like 6B [KO:K00016] [EC:1.1.1.27]
hsa00650,Butanoate metabolism,ACAT1,acetyl-CoA acetyltransferase 1 [KO:K00626] [EC:2.3.1.9]
hsa00650,Butanoate metabolism,ACAT2,acetyl-CoA acetyltransferase 2 [KO:K00626] [EC:2.3.1.9]
hsa00650,Butanoate metabolism,HADH,hydroxyacyl-CoA dehydrogenase [KO:K00022] [EC:1.1.1.35]
hsa00650,Butanoate metabolism,HADHA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [KO:K07515] [EC:4.2.1.17 1.1.1.211]
hsa00650,Butanoate metabolism,EHHADH,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [KO:K07514] [EC:4.2.1.17 1.1.1.35 5.3.3.8]
hsa00650,Butanoate metabolism,ECHS1,"enoyl-CoA hydratase, short chain 1 [KO:K07511] [EC:4.2.1.17]"
hsa00650,Butanoate metabolism,ACADS,acyl-CoA dehydrogenase short chain [KO:K00248] [EC:1.3.8.1]
hsa00650,Butanoate metabolism,ACSM1,acyl-CoA synthetase medium chain family member 1 [KO:K23756] [EC:6.2.1.2]
hsa00650,Butanoate metabolism,ACSM2A,acyl-CoA synthetase medium chain family member 2A [KO:K01896] [EC:6.2.1.2]
hsa00650,Butanoate metabolism,ACSM6,acyl-CoA synthetase medium chain family member 6 [KO:K01896] [EC:6.2.1.2]
hsa00650,Butanoate metabolism,ACSM4,acyl-CoA synthetase medium chain family member 4 [KO:K01896] [EC:6.2.1.2]
hsa00650,Butanoate metabolism,ACSM2B,acyl-CoA synthetase medium chain family member 2B [KO:K01896] [EC:6.2.1.2]
hsa00650,Butanoate metabolism,ACSM5,acyl-CoA synthetase medium chain family member 5 [KO:K01896] [EC:6.2.1.2]
hsa00650,Butanoate metabolism,ACSM3,acyl-CoA synthetase medium chain family member 3 [KO:K01896] [EC:6.2.1.2]
hsa00650,Butanoate metabolism,L2HGDH,L-2-hydroxyglutarate dehydrogenase [KO:K00109] [EC:1.1.99.2]
hsa00650,Butanoate metabolism,GAD1,glutamate decarboxylase 1 [KO:K01580] [EC:4.1.1.15]
hsa00650,Butanoate metabolism,GAD2,glutamate decarboxylase 2 [KO:K01580] [EC:4.1.1.15]
hsa00650,Butanoate metabolism,ABAT,4-aminobutyrate aminotransferase [KO:K13524] [EC:2.6.1.19 2.6.1.22]
hsa00650,Butanoate metabolism,ALDH5A1,aldehyde dehydrogenase 5 family member A1 [KO:K00139] [EC:1.2.1.24]
hsa00650,Butanoate metabolism,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1 [KO:K01641] [EC:2.3.3.10]
hsa00650,Butanoate metabolism,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2 [KO:K01641] [EC:2.3.3.10]
hsa00650,Butanoate metabolism,HMGCL,3-hydroxy-3-methylglutaryl-CoA lyase [KO:K01640] [EC:4.1.3.4]
hsa00650,Butanoate metabolism,HMGCLL1,3-hydroxy-3-methylglutaryl-CoA lyase like 1 [KO:K01640] [EC:4.1.3.4]
hsa00650,Butanoate metabolism,OXCT1,3-oxoacid CoA-transferase 1 [KO:K01027] [EC:2.8.3.5]
hsa00650,Butanoate metabolism,OXCT2,3-oxoacid CoA-transferase 2 [KO:K01027] [EC:2.8.3.5]
hsa00650,Butanoate metabolism,AACS,acetoacetyl-CoA synthetase [KO:K01907] [EC:6.2.1.16]
hsa00650,Butanoate metabolism,BDH1,3-hydroxybutyrate dehydrogenase 1 [KO:K00019] [EC:1.1.1.30]
hsa00562,Inositol phosphate metabolism,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3 [KO:K00914] [EC:2.7.1.137]
